"cliente","oficina","ingresos","viviendatipo","viviendavalor","estadocivil","lineasdevale","montosdelineas","dependientes","fechanacimiento","default"
"1303687","13","12000","familiar","250000","casado","0","0","3","19850403","0"
"1303690","13","10200","familiar","250000","union_libre","0","0","2","19720804","0"
"1303708","13","0","familiar","250000","casado","0","0","2","19851108","0"
"1303719","13","10000","familiar","300000","casado","0","0","3","19910625","1"
"1303729","13","9000","familiar","250000","union_libre","0","0","3","19871007","0"
"1303740","13","18500","familiar","250000","casado","0","0","1","19581224","1"
"1303744","13","0","familiar","0","casado","0","0","0","19780621","0"
"1303749","13","10000","familiar","250000","casado","0","0","3","19751107","0"
"1303750","13","14000","propia","250000","casado","0","0","0","19650310","0"
"1303751","13","21200","familiar","300000","soltero","0","0","4","19761007","0"
"1303780","13","11000","familiar","300000","casado","0","0","2","19750312","0"
"1303787","13","8000","familiar","320000","soltero","0","0","1","19840219","0"
"1303788","13","30000","familiar","300000","union_libre","0","0","3","19820115","0"
"1303806","13","13300","familiar","250000","casado","0","0","1","19690825","0"
"1303815","13","38100","familiar","250000","union_libre","0","0","2","19891224","0"
"1303821","13","19000","familiar","250000","casado","0","0","4","19790326","0"
"1303823","13","16200","familiar","200000","union_libre","0","0","4","19830711","0"
"1303836","13","7000","familiar","200000","casado","0","0","2","19830319","0"
"1303849","13","0","familiar","250000","casado","0","0","1","19671117","0"
"1303862","13","0","familiar","0","casado","0","0","0","19830901","0"
"1303866","13","10700","familiar","200000","casado","0","0","2","19770410","0"
"1303877","13","16200","familiar","200000","union_libre","0","0","0","19710310","0"
"1303878","13","0","familiar","0","soltero","0","0","0","19781126","0"
"1303880","13","14000","","250000","casado","0","0","1","19670910","0"
"1303881","13","30000","familiar","250000","union_libre","0","0","8","19811112","0"
"1303883","13","18600","familiar","600000","union_libre","0","0","4","19901114","1"
"1303899","13","0","familiar","300000","union_libre","0","0","5","19790811","0"
"1303912","13","10300","familiar","250000","union_libre","0","0","3","19780629","0"
"1303916","13","18600","familiar","500000","casado","0","0","2","19780826","0"
"1303924","13","13500","familiar","250000","union_libre","0","0","1","19720617","0"
"1303933","13","0","familiar","200000","union_libre","0","0","3","19860308","1"
"1303936","13","15000","propia","400000","casado","0","0","0","19730214","0"
"1303942","13","5000","familiar","400000","union_libre","0","0","1","19800924","1"
"1303943","13","0","familiar","700000","union_libre","0","0","2","19800123","0"
"1303978","13","14000","familiar","250000","soltero","0","0","3","19961121","1"
"1303979","13","14772","familiar","250000","casado","0","0","1","19580731","0"
"1303991","13","12760","familiar","250000","soltero","0","0","0","19780722","0"
"1303997","13","18000","familiar","500000","unión libre","0","0","3","19860902","0"
"1304009","13","15000","familiar","200000","union_libre","0","0","2","19790318","0"
"1304027","13","18000","propia","250000","casado","0","0","2","19801110","1"
"1304043","13","0","familiar","250000","unión libre","0","0","1","19711125","1"
"1304112","13","0","familiar","250000","union_libre","0","0","3","19930820","1"
"1304210","13","34235","familiar","250000","casado","0","0","1","19750728","0"
"1304243","13","0","","250000","union_libre","0","0","3","19870125","0"
"1304280","13","0","propia","700000","soltero","0","0","2","19730103","0"
"1304281","13","0","","250000","union_libre","0","0","2","19860624","0"
"1304295","13","14700","familiar","300000","casado","0","0","3","19870809","1"
"1304316","13","0","familiar","250000","casado","0","0","2","19680814","1"
"1304317","13","15500","familiar","250000","union_libre","0","0","3","19901129","0"
"1304337","13","15100","familiar","250000","casado","0","0","0","19690402","0"
"1304363","13","18000","familiar","250000","casado","0","0","2","19920616","0"
"1304373","13","8000","familiar","250000","soltero","0","0","1","19670615","0"
"1304378","13","0","familiar","250000","union_libre","0","0","1","19750116","0"
"1304410","13","11500","familiar","600000","casado","0","0","2","19680519","0"
"1304434","13","5500","familiar","250000","soltero","0","0","3","19881125","0"
"1304474","13","0","familiar","250000","soltero","0","0","3","19760619","0"
"1304475","13","0","familiar","250000","union_libre","0","0","3","19920112","0"
"1304477","13","13800","propia","200000","casado","2","84215","0","19770402","0"
"1304486","13","11500","propia","900000","casado","0","0","0","19620115","0"
"1304516","13","12700","familiar","90000","union_libre","1","59000","3","19841113","0"
"1304522","13","25000","familiar","250000","union_libre","0","0","1","19901020","0"
"1304555","13","12300","familiar","600000","soltero","0","0","4","19870818","1"
"1304568","13","13500","familiar","250000","union_libre","0","0","0","19991105","0"
"1304572","13","10500","familiar","300000","union_libre","0","0","2","19860624","0"
"1304573","13","8000","familiar","250000","soltero","0","0","1","19581204","0"
"1304595","13","7800","familiar","250000","casado","0","0","3","19841115","1"
"1304632","13","12200","familiar","150000","union_libre","0","0","2","19950107","0"
"1304660","13","14400","familiar","250000","casado","0","0","1","19750930","1"
"1304666","13","18000","propia","250000","casado","0","0","3","19881123","0"
"1304670","13","13200","familiar","350000","union_libre","0","0","3","19840222","1"
"1304677","13","9650","familiar","250000","casado","0","0","0","19620917","0"
"1304679","13","7130","familiar","250000","casado","0","0","1","19640518","0"
"1304692","13","14800","familiar","350000","casado","0","0","4","19920314","0"
"1304707","13","10700","familiar","800000","casado","0","0","1","19880112","0"
"1304717","13","13500","familiar","600000","casado","0","0","3","19720206","0"
"1304766","13","10000","familiar","250000","soltero","0","0","2","19670624","1"
"1304772","13","9300","familiar","250000","union_libre","0","0","0","19730402","0"
"1304778","13","17400","familiar","700000","soltero","0","0","3","19870528","1"
"1304803","13","14950","familiar","250000","casado","0","0","1","19671111","0"
"1304804","13","24400","familiar","250000","casado","0","0","3","19740228","0"
"1304805","13","6900","propia","250000","soltero","0","0","1","19720215","1"
"1304827","13","41800","familiar","250000","union_libre","0","0","1","19751216","0"
"1304873","13","14500","familiar","250000","casado","0","0","3","19821121","0"
"1304917","13","12000","familiar","400000","casado","0","0","2","19751001","0"
"1304946","13","14000","familiar","250000","union_libre","0","0","2","19940520","0"
"1304981","13","15000","familiar","900000","casado","0","0","1","19700330","1"
"1304989","13","9400","familiar","250000","soltero","0","0","0","19630117","0"
"1304996","13","15100","familiar","280000","casado","0","0","0","19650930","0"
"1305005","13","16900","familiar","800000","casado","0","0","1","19710930","1"
"1305006","13","8400","familiar","250000","casado","0","0","3","19860820","0"
"1305055","13","30000","familiar","250000","union_libre","0","0","2","19820408","0"
"1305057","13","24200","propia","400000","soltero","1","60269","2","19670928","1"
"1305060","13","10000","propia","400000","union_libre","0","0","0","19640712","0"
"1305062","13","26000","familiar","250000","union_libre","0","0","4","19901220","0"
"1305099","13","14600","propia","900000","casado","0","0","3","19830128","0"
"1305142","13","43000","familiar","250000","soltero","0","0","7","19670417","0"
"1305183","13","19600","familiar","300000","casado","0","0","2","19801101","0"
"1305187","13","16700","familiar","400000","casado","0","0","1","19610213","0"
"1305194","13","12500","familiar","1000000","casado","0","0","0","19661101","0"
"1305195","13","12000","familiar","250000","union_libre","0","0","2","19860710","1"
"1305208","13","11000","familiar","250000","casado","0","0","2","19720116","1"
"1305248","13","9500","familiar","300000","casado","0","0","1","19771220","0"
"1305260","13","12300","propia","600000","casado","0","0","0","19811219","0"
"1305305","13","15000","familiar","350000","union_libre","0","0","3","19940413","0"
"1305327","13","14000","familiar","400000","casado","0","0","1","19741016","0"
"1305330","13","20000","familiar","900000","casado","0","0","1","19671206","0"
"1305335","13","17000","familiar","250000","soltero","0","0","0","19700716","0"
"1305336","13","12900","familiar","500000","casado","0","0","2","19771021","0"
"1305341","13","16100","familiar","450000","casado","0","0","3","19790428","1"
"1305481","13","12000","propia","250000","casado","0","0","3","19760828","0"
"1305501","13","21740","familiar","1200000","casado","0","0","0","19600219","0"
"1305521","13","10600","familiar","200000","casado","0","0","2","19900814","0"
"1305574","13","15000","familiar","250000","soltero","0","0","4","19830125","0"
"1305585","13","14200","familiar","500000","union_libre","0","0","2","19881020","1"
"1305591","13","7000","familiar","400000","soltero","0","0","2","19811010","1"
"1305594","13","6600","familiar","250000","casado","0","0","1","19700910","0"
"1305596","13","11000","familiar","250000","casado","0","0","0","19661213","0"
"1305660","13","12000","familiar","250000","casado","0","0","2","19840425","0"
"1305687","13","17200","propia","250000","soltero","0","0","4","19790208","1"
"1305714","13","15000","familiar","250000","union_libre","1","160345.95","0","19690929","0"
"1305715","13","11200","familiar","200000","soltero","0","0","2","19850824","0"
"1305772","13","22000","familiar","1000000","casado","0","0","0","19600829","0"
"1305790","13","25000","familiar","400000","casado","0","0","1","19851117","0"
"1305828","13","18800","familiar","250000","casado","0","0","3","19841009","0"
"1305830","13","12600","familiar","800000","casado","0","0","1","19890321","0"
"1305850","13","7600","familiar","500000","soltero","0","0","3","19850916","0"
"1305893","13","13700","familiar","250000","casado","0","0","3","19820905","1"
"1305898","13","8600","familiar","250000","casado","0","0","1","19900226","0"
"1305942","13","17600","propia","600000","soltero","0","0","1","19631027","0"
"1305974","13","8350","familiar","250000","soltero","0","0","2","19700427","0"
"1305975","13","13300","familiar","350000","soltero","0","0","0","19680725","0"
"1305985","13","16700","familiar","400000","casado","0","0","0","19760708","0"
"1306005","13","17500","familiar","250000","casado","0","0","1","19710323","0"
"1306015","13","13200","familiar","150000","union_libre","0","0","1","19850402","1"
"1306028","13","10200","familiar","250000","casado","0","0","0","19580504","0"
"1306043","13","34700","familiar","250000","casado","0","0","6","19861108","0"
"1306085","13","55300","familiar","350000","casado","0","0","4","19890521","1"
"1306103","13","11000","familiar","350000","casado","1","8568","3","19840225","0"
"1306213","13","9700","familiar","250000","casado","0","0","3","19780304","0"
"1306226","13","5950","familiar","250000","casado","0","0","1","19640211","0"
"1306227","13","9600","familiar","250000","casado","0","0","1","19670325","0"
"1306248","13","14800","propia","350000","casado","0","0","3","19850617","1"
"1306267","13","9200","propia","350000","union_libre","0","0","3","19861004","0"
"1306303","13","15900","familiar","350000","union_libre","0","0","4","19810402","0"
"1306354","13","23000","familiar","250000","casado","0","0","3","19950216","0"
